System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
48 500.00 1259.00 100.000000 0.9800913117531809 0.584935 -1204860.363796 306.038456 65.352144 158.935257 -53991.758517 23126.545643 -6.594 -6.594 2.563890 0.073395 1.184 n/a n/a
48 500.00 1259.00 100.000000 0.9624573338158315 0.413767 -1202435.930189 321.020538 90.750466 161.374884 -105771.961188 41807.825868 -6.225 -6.225 2.563166 0.070568 1.183 n/a n/a
50 500.00 1259.00 100.000000 0.9715842920158130 0.484834 -1203607.291261 313.619588 78.163690 160.169125 -80112.807019 32550.787712 -6.468 -6.468 2.563791 0.070568 1.182 n/a n/a
49 500.00 1256.00 100.000000 0.9615369094482391 0.413867 -1202962.411857 320.676559 90.626856 161.322132 -105570.826221 41833.415015 -6.257 -6.257 2.563588 0.072409 1.195 n/a n/a
49 500.00 1262.00 100.000000 0.9808766011781295 0.584884 -1204347.053971 306.373172 65.421944 158.979931 -54095.721308 23114.776944 -6.562 -6.562 2.563430 0.070416 1.172 n/a n/a
50 500.00 1261.00 100.000000 0.9808796934969343 0.585076 -1204506.112803 306.269527 65.394886 158.979068 -54051.419649 23115.931707 -6.573 -6.573 2.563654 0.070467 1.176 n/a n/a
51 500.00 1258.00 100.000000 0.9707464577672211 0.484567 -1203805.739322 313.490021 78.139288 160.123541 -80081.935747 32562.796469 -6.478 -6.478 2.563789 0.072634 1.188 n/a n/a
50 500.00 1259.00 100.000000 0.9624573338158775 0.413767 -1202435.930189 321.020538 90.750466 161.374884 -105771.961188 41807.825868 -6.225 -6.225 2.563166 0.070568 1.183 n/a n/a
51 500.00 1260.00 100.000000 0.9808827915857909 0.585269 -1204665.170936 306.165815 65.367823 158.978205 -54007.112530 23117.092080 -6.584 -6.584 2.563878 0.070517 1.179 n/a n/a
51 500.00 1258.00 100.000000 0.9624603331516043 0.413940 -1202597.380314 320.915129 90.704840 161.373766 -105693.651804 41813.103784 -6.237 -6.237 2.563391 0.070618 1.186 n/a n/a
52 500.00 1259.00 100.000000 0.9715842920158130 0.484834 -1203607.291261 313.619588 78.163690 160.169125 -80112.807019 32550.787712 -6.468 -6.468 2.563791 0.070568 1.182 n/a n/a
52 500.00 1257.00 100.000000 0.9624633380869803 0.414114 -1202758.829480 320.809651 90.659204 161.372650 -105615.336388 41818.399791 -6.248 -6.248 2.563615 0.070669 1.189 n/a n/a
52 500.00 1259.00 100.000000 0.9800913117528645 0.584935 -1204860.363796 306.038456 65.352144 158.935257 -53991.758517 23126.545643 -6.594 -6.594 2.563890 0.073395 1.184 n/a n/a
53 500.00 1258.90 100.000000 0.9715845980116269 0.484852 -1203623.315982 313.609129 78.160046 160.169026 -80106.657377 32551.110783 -6.469 -6.469 2.563813 0.070573 1.183 n/a n/a
53 500.00 1256.00 100.000000 0.9615369094477809 0.413867 -1202962.411857 320.676559 90.626856 161.322132 -105570.826221 41833.415015 -6.257 -6.257 2.563588 0.072409 1.195 n/a n/a
53 500.00 1260.00 100.000000 0.9808827915857913 0.585269 -1204665.170936 306.165815 65.367823 158.978205 -54007.112530 23117.092080 -6.584 -6.584 2.563878 0.070517 1.179 n/a n/a
54 500.00 1258.80 100.000000 0.9715849040649340 0.484871 -1203639.340694 313.598669 78.156401 160.168926 -80100.507677 32551.433972 -6.471 -6.471 2.563836 0.070578 1.183 n/a n/a
54 500.00 1259.90 100.000000 0.9808831017125734 0.585289 -1204681.076711 306.155440 65.365116 158.978119 -54002.681517 23117.208427 -6.585 -6.585 2.563900 0.070522 1.179 n/a n/a
54 500.00 1257.00 100.000000 0.9624633380869817 0.414114 -1202758.829480 320.809651 90.659204 161.372650 -105615.336388 41818.399791 -6.248 -6.248 2.563615 0.070669 1.189 n/a n/a
55 500.00 1258.70 100.000000 0.9715367604293244 0.484863 -1203657.568419 313.586770 78.153451 160.166258 -80096.123562 32552.262705 -6.472 -6.472 2.563845 0.070699 1.183 n/a n/a
55 500.00 1259.80 100.000000 0.9808834118972123 0.585308 -1204696.982479 306.145065 65.362409 158.978033 -53998.250450 23117.324830 -6.586 -6.586 2.563923 0.070527 1.180 n/a n/a
55 500.00 1256.90 100.000000 0.9624636388890357 0.414131 -1202774.974344 320.799100 90.654640 161.372539 -105607.504514 41818.930390 -6.249 -6.249 2.563637 0.070674 1.190 n/a n/a
56 500.00 1258.80 100.000000 0.9715849040649078 0.484871 -1203639.340694 313.598669 78.156401 160.168926 -80100.507677 32551.433972 -6.471 -6.471 2.563836 0.070578 1.183 n/a n/a
56 500.00 1259.70 100.000000 0.9808837221397223 0.585327 -1204712.888240 306.134688 65.359703 158.977947 -53993.819328 23117.441290 -6.588 -6.588 2.563945 0.070532 1.180 n/a n/a
56 500.00 1256.80 100.000000 0.9624226469747457 0.414130 -1202792.993059 320.787323 90.650667 161.370233 -105601.175682 41819.892135 -6.250 -6.250 2.563649 0.070754 1.190 n/a n/a
57 500.00 1258.80 100.000000 0.9715849040649078 0.484871 -1203639.340694 313.598669 78.156401 160.168926 -80100.507677 32551.433972 -6.471 -6.471 2.563836 0.070578 1.183 n/a n/a
57 500.00 1259.60 100.000000 0.9807786239812866 0.585277 -1204733.591383 306.121182 65.358508 158.972277 -53993.231570 23118.657166 -6.588 -6.588 2.563939 0.070913 1.180 n/a n/a
57 500.00 1256.90 100.000000 0.9624636388889809 0.414131 -1202774.974344 320.799100 90.654640 161.372539 -105607.504514 41818.930390 -6.249 -6.249 2.563637 0.070674 1.190 n/a n/a
58 500.00 1259.70 100.000000 0.9808837221397213 0.585327 -1204712.888240 306.134688 65.359703 158.977947 -53993.819328 23117.441290 -6.588 -6.588 2.563945 0.070532 1.180 n/a n/a
59 500.00 1259.70 100.000000 0.9808837221397213 0.585327 -1204712.888240 306.134688 65.359703 158.977947 -53993.819328 23117.441290 -6.588 -6.588 2.563945 0.070532 1.180 n/a n/a
58 500.00 1256.90 100.000000 0.9624636388889809 0.414131 -1202774.974344 320.799100 90.654640 161.372539 -105607.504514 41818.930390 -6.249 -6.249 2.563637 0.070674 1.190 n/a n/a
58 500.00 1253.81 97.158671 0.9943084274283397 0.993305 -1174131.428334 281.555578 37.939839 151.894134 -383.738780 3678.787804 -6.515 -6.515 2.563448 2.177127 1.212 n/a n/a
60 500.00 1254.70 98.088552 0.9942142194024447 0.993190 -1185212.602203 284.349525 38.302520 153.306493 -390.424286 3713.075943 -6.632 -6.632 2.563530 2.175858 1.210 n/a n/a
59 500.00 1251.88 96.246544 0.9943397490402831 0.993343 -1163443.291401 278.698233 37.586008 150.541340 -379.270256 3647.527004 -6.294 -6.294 2.563271 2.177301 1.219 n/a n/a
59 500.00 1248.82 96.607339 0.9943083766391781 0.993333 -1168070.357004 279.476255 37.729409 150.886083 -380.426555 3655.376821 -6.560 -6.560 2.563045 2.186023 1.242 n/a n/a
61 500.00 1249.71 97.522689 0.9942716543979856 0.993291 -1178984.602897 282.224587 38.086059 152.275482 -384.991201 3688.462013 -6.677 -6.677 2.563115 2.186322 1.239 n/a n/a
60 500.00 1246.87 95.703418 0.9943341907205825 0.993364 -1157467.874720 276.644094 37.378483 149.546868 -376.193355 3624.505476 -6.339 -6.339 2.562888 2.186095 1.249 n/a n/a
60 500.00 1243.83 96.059142 0.9943887648189578 0.993455 -1162042.557463 277.413317 37.519589 149.888694 -374.895409 3631.509000 -6.605 -6.605 2.562645 2.195090 1.272 n/a n/a
62 500.00 1244.71 96.965701 0.9943525220580515 0.993414 -1172863.295022 280.131135 37.873017 151.262708 -379.361749 3664.217141 -6.722 -6.722 2.562704 2.195412 1.269 n/a n/a
61 500.00 1241.85 95.162834 0.9944149821949594 0.993487 -1151518.053440 274.604716 37.171285 148.562230 -370.717669 3600.948873 -6.385 -6.385 2.562509 2.195212 1.279 n/a n/a
61 500.00 1238.84 95.521788 0.9944678866309757 0.993575 -1156146.997155 275.386419 37.313941 148.911787 -369.511551 3608.152019 -6.651 -6.651 2.562249 2.204319 1.302 n/a n/a
63 500.00 1239.71 96.419747 0.9944321118835684 0.993535 -1166876.528578 278.074366 37.664221 150.270774 -373.882605 3640.492097 -6.768 -6.768 2.562295 2.204664 1.299 n/a n/a
62 500.00 1236.83 94.633003 0.9944944978313294 0.993607 -1145699.394061 272.601046 36.968224 147.597903 -365.388241 3577.898972 -6.431 -6.431 2.562134 2.204492 1.309 n/a n/a
62 500.00 1233.85 94.995008 0.9945457648161166 0.993693 -1150380.442556 273.394617 37.112359 147.954854 -364.270120 3585.293045 -6.697 -6.697 2.561855 2.213714 1.332 n/a n/a
64 500.00 1234.71 95.884550 0.9945104468068445 0.993654 -1161021.003018 276.053318 37.459561 149.299162 -368.548799 3617.273776 -6.814 -6.814 2.561889 2.214082 1.329 n/a n/a
63 500.00 1231.81 94.113657 0.9945727607786501 0.993725 -1140008.683406 270.632148 36.769195 146.653380 -360.200230 3555.343020 -6.477 -6.477 2.561761 2.213942 1.339 n/a n/a
63 500.00 1228.86 94.478542 0.9946224211539955 0.993810 -1144739.759914 271.436998 36.914741 147.017401 -359.166458 3562.919654 -6.744 -6.744 2.561465 2.223282 1.362 n/a n/a
65 500.00 1229.72 95.359846 0.9945875487853036 0.993770 -1155293.519884 274.067059 37.258936 148.347367 -363.355561 3594.549495 -6.860 -6.860 2.561486 2.223674 1.360 n/a n/a
64 500.00 1226.80 93.604537 0.9946497931089517 0.993842 -1134442.807812 268.697114 36.574096 145.728172 -355.148995 3533.268673 -6.524 -6.524 2.561393 2.223566 1.370 n/a n/a
64 500.00 1223.88 93.972135 0.9946978765055734 0.993924 -1139221.911062 269.512676 36.720988 146.098950 -354.196094 3541.019816 -6.791 -6.791 2.561078 2.233027 1.393 n/a n/a
66 500.00 1224.72 94.845376 0.9946634388382809 0.993885 -1149690.978517 272.114685 37.062242 147.414903 -358.298320 3572.306974 -6.907 -6.907 2.561087 2.233443 1.390 n/a n/a
65 500.00 1221.78 93.105391 0.9947256160787599 0.993956 -1128998.748806 266.795064 36.382828 144.821805 -350.230082 3511.663978 -6.572 -6.572 2.561028 2.233372 1.400 n/a n/a
65 500.00 1218.89 93.475543 0.9947721508505204 0.994036 -1133823.949438 267.620792 36.531005 145.199039 -349.354740 3519.581879 -6.838 -6.838 2.560695 2.242957 1.423 n/a n/a
67 500.00 1219.72 94.340889 0.9947381370887272 0.993998 -1144210.371964 270.195318 36.869383 146.501295 -353.372691 3550.534317 -6.955 -6.955 2.560691 2.243398 1.421 n/a n/a
66 500.00 1216.76 92.615976 0.9948002500075416 0.994069 -1123673.579273 264.925144 36.195297 143.933817 -345.439221 3490.517360 -6.620 -6.620 2.560667 2.243364 1.431 n/a n/a
66 500.00 1213.90 92.988529 0.9948452633265553 0.994146 -1128543.016308 265.760512 36.344698 144.317217 -344.638280 3498.594550 -6.886 -6.886 2.560315 2.253077 1.454 n/a n/a
68 500.00 1214.72 93.846142 0.9948116628009851 0.994110 -1138848.783105 268.308107 36.680264 145.606085 -348.574464 3529.220000 -7.003 -7.003 2.560298 2.253542 1.452 n/a n/a
67 500.00 1211.75 92.136056 0.9948737143766874 0.994180 -1118464.459620 263.086526 36.011410 143.063762 -340.772312 3469.817601 -6.668 -6.668 2.560309 2.253550 1.462 n/a n/a
67 500.00 1208.91 92.510860 0.9949172322610641 0.994255 -1123376.337163 263.931025 36.161977 143.453047 -340.042762 3478.046884 -6.934 -6.934 2.559939 2.263393 1.485 n/a n/a
69 500.00 1209.73 93.360900 0.9948840344121490 0.994219 -1133603.380952 266.452227 36.494792 144.728828 -343.899599 3508.352851 -7.051 -7.051 2.559909 2.263884 1.483 n/a n/a
68 500.00 1206.73 91.665401 0.9949460278657259 0.994289 -1113368.310423 261.278625 35.831077 139.539167 -336.225419 3449.553831 -6.717 -6.717 2.559956 2.263937 1.493 n/a n/a
68 500.00 1203.92 92.042312 0.9949880782650191 0.994362 -1118313.335346 262.136879 35.982755 139.916779 -335.564292 3457.928238 -6.983 -6.983 2.559567 2.273913 1.516 n/a n/a
70 500.00 1204.73 92.884933 0.9949552711856033 0.994327 -1128465.672749 264.630759 36.312878 141.159531 -339.344163 3487.922022 -7.100 -7.100 2.559524 2.274430 1.514 n/a n/a
69 500.00 1201.71 91.203789 0.9950172176127955 0.994396 -1108369.689393 259.509302 35.654212 138.700457 -331.794469 3429.715419 -6.766 -6.766 2.559606 2.274531 1.524 n/a n/a
69 500.00 1198.93 91.582667 0.9950578282794105 0.994467 -1113353.736697 260.375752 35.806945 139.083362 -331.198902 3438.228230 -7.032 -7.032 2.559198 2.284645 1.547 n/a n/a
71 500.00 1199.73 92.418019 0.9950254017317831 0.994432 -1123430.930029 262.844342 36.134435 140.313586 -334.904052 3467.916899 -7.149 -7.149 2.559142 2.285188 1.545 n/a n/a
70 500.00 1196.69 90.751003 0.9950873000913838 0.994502 -1103479.082527 257.768983 35.480731 137.878315 -327.475858 3410.292186 -6.816 -6.816 2.559261 2.285340 1.555 n/a n/a
70 500.00 1193.94 91.131716 0.9951264870223201 0.994571 -1108500.541200 258.643175 35.634468 138.266260 -326.943461 3418.937031 -7.082 -7.082 2.558833 2.295594 1.578 n/a n/a
72 500.00 1194.73 91.959943 0.9950944321371820 0.994536 -1118504.362825 261.086964 35.959380 139.484229 -330.576019 3448.327438 -7.199 -7.199 2.558763 2.296163 1.576 n/a n/a
71 500.00 1191.68 90.306835 0.9951562834865683 0.994605 -1098693.975316 256.056934 35.310550 137.072342 -323.266364 3391.274325 -6.866 -6.866 2.558919 2.296370 1.586 n/a n/a
71 500.00 1188.95 90.689251 0.9951940684265768 0.994672 -1103751.279823 256.938427 35.465241 137.465084 -322.794646 3400.044964 -7.132 -7.132 2.558471 2.306768 1.610 n/a n/a
73 500.00 1189.74 91.510494 0.9951623749613192 0.994639 -1113683.454104 259.357892 35.787631 138.671064 -326.356717 3429.143785 -7.249 -7.249 2.558388 2.307365 1.608 n/a n/a
72 500.00 1186.66 89.871079 0.9952241835351945 0.994708 -1094011.914786 254.372440 35.143592 136.282154 -319.162632 3372.652207 -6.917 -6.917 2.558582 2.307631 1.618 n/a n/a
72 500.00 1183.96 90.255072 0.9952605872274534 0.994773 -1099103.550443 255.260809 35.299188 136.679454 -318.749220 3381.542613 -7.183 -7.183 2.558114 2.318175 1.641 n/a n/a
74 500.00 1184.74 91.069469 0.9952292449888690 0.994740 -1108965.753541 257.656412 35.619108 137.873705 -322.242836 3410.356333 -7.300 -7.300 2.558017 2.318799 1.640 n/a n/a
73 500.00 1181.64 89.443537 0.9952910153144799 0.994808 -1089430.516359 252.714805 34.979779 135.507373 -315.161438 3354.416487 -6.968 -6.968 2.558248 2.319129 1.650 n/a n/a
73 500.00 1178.97 89.828985 0.9953260575332162 0.994871 -1094555.016881 253.609638 35.136232 135.909004 -314.804067 3363.420832 -7.234 -7.234 2.557760 2.329823 1.673 n/a n/a
75 500.00 1179.74 90.636669 0.9952950563547878 0.994839 -1104348.878192 255.981827 35.453733 137.091776 -318.231194 3391.955750 -7.351 -7.351 2.557650 2.330476 1.671 n/a n/a
74 500.00 1176.63 89.024016 0.9953567932639131 0.994907 -1084947.461171 251.083354 34.819036 134.747635 -311.259680 3336.558087 -7.020 -7.020 2.557919 2.330872 1.681 n/a n/a
74 500.00 1173.98 89.410800 0.9953904928327278 0.994968 -1090103.406341 251.984253 34.976300 135.153375 -310.956191 3345.670735 -7.285 -7.285 2.557411 2.341721 1.705 n/a n/a
76 500.00 1174.75 90.211900 0.9953598225705734 0.994936 -1099830.509855 254.333464 35.291433 136.324911 -314.318730 3373.932969 -7.402 -7.402 2.557286 2.342401 1.703 n/a n/a
75 500.00 1171.61 88.612328 0.9954215312154110 0.995004 -1080560.493514 249.477428 34.661288 134.002583 -307.454375 3319.068187 -7.072 -7.072 2.557594 2.342871 1.713 n/a n/a
75 500.00 1168.99 89.000331 0.9954539060280712 0.995063 -1085746.506947 250.384008 34.819321 134.412217 -307.202708 3328.283683 -7.337 -7.337 2.557065 2.353876 1.737 n/a n/a
77 500.00 1169.75 89.794973 0.9954235565421876 0.995032 -1095408.392562 252.710662 35.132134 135.572755 -310.502499 3356.279180 -7.454 -7.454 2.556927 2.354586 1.736 n/a n/a
76 500.00 1166.59 88.208288 0.9954852423946962 0.995100 -1076267.418390 247.896387 34.506467 133.271873 -303.742653 3301.938217 -7.124 -7.124 2.557273 2.355132 1.746 n/a n/a
76 500.00 1164.00 88.597399 0.9955163094461830 0.995157 -1081482.165411 248.808276 34.665224 133.685191 -303.540842 3311.251280 -7.390 -7.390 2.556723 2.366299 1.769 n/a n/a
78 500.00 1164.75 89.385704 0.9954862705942692 0.995127 -1091080.330170 251.112783 34.975764 134.834961 -306.779668 3338.985815 -7.507 -7.507 2.556571 2.367037 1.768 n/a n/a
77 500.00 1161.57 87.811720 0.9955479394955697 0.995194 -1072066.099164 246.339609 34.354501 132.555166 -300.121748 3285.159843 -7.177 -7.177 2.556957 2.367667 1.778 n/a n/a
77 500.00 1159.01 88.201830 0.9955777148626097 0.995250 -1077308.284784 247.256444 34.513941 132.971968 -299.967923 3294.565357 -7.443 -7.443 2.556385 2.378997 1.801 n/a n/a
79 500.00 1159.75 88.983916 0.9955479764872113 0.995219 -1086844.184071 249.539203 34.822254 134.111193 -303.147508 3322.044542 -7.560 -7.560 2.556218 2.379765 1.800 n/a n/a
78 500.00 1154.03 87.813451 0.9956381335197233 0.995340 -1073222.822322 245.727919 34.365407 132.272224 -296.481376 3278.217967 -7.496 -7.496 2.556051 2.391981 1.834 n/a n/a
78 500.00 1156.56 87.422449 0.9956096345999147 0.995286 -1067954.455377 244.806487 34.205324 131.852135 -296.589003 3268.724965 -7.231 -7.231 2.556644 2.380483 1.810 n/a n/a
80 500.00 1154.76 88.589433 0.9956086854353493 0.995311 -1082697.870995 247.989314 34.671538 133.401122 -299.603393 3305.447254 -7.613 -7.613 2.555870 2.392779 1.833 n/a n/a
79 500.00 1149.04 87.432096 0.9956975761383098 0.995430 -1069223.787438 244.222118 34.219558 131.585646 -293.078726 3262.201376 -7.550 -7.550 2.555721 2.405260 1.867 n/a n/a
79 500.00 1151.54 87.040305 0.9956703393050580 0.995377 -1063930.460539 243.296430 34.058871 131.162461 -293.141856 3252.625698 -7.285 -7.285 2.556336 2.393591 1.843 n/a n/a
81 500.00 1149.76 88.202086 0.9956684081199334 0.995401 -1078639.360916 246.462525 34.523549 132.704427 -296.144795 3289.186063 -7.667 -7.667 2.555526 2.406089 1.866 n/a n/a
80 500.00 1144.05 87.057604 0.9957560529367359 0.995518 -1065309.239743 242.738477 34.076330 130.911928 -289.757585 3246.508056 -7.605 -7.605 2.555394 2.418845 1.899 n/a n/a
80 500.00 1146.52 86.665124 0.9957300646825663 0.995467 -1059992.140152 241.808862 33.915078 130.485833 -289.777840 3236.854372 -7.339 -7.339 2.556032 2.407002 1.876 n/a n/a
82 500.00 1144.76 87.821709 0.9957271547133580 0.995489 -1074666.675037 244.958259 34.378224 132.020797 -292.769279 3273.253290 -7.721 -7.721 2.555185 2.419705 1.898 n/a n/a
81 500.00 1139.06 86.689814 0.9958135736433009 0.995604 -1061477.287170 241.276444 33.935663 130.250772 -286.515655 3231.130674 -7.660 -7.660 2.555072 2.432746 1.932 n/a n/a
81 500.00 1141.51 86.296745 0.9957888212882682 0.995555 -1056137.569743 240.343223 33.773882 129.821946 -286.494581 3221.403522 -7.395 -7.395 2.555733 2.420726 1.909 n/a n/a
83 500.00 1139.76 87.448140 0.9957849348810682 0.995576 -1070777.883880 243.475953 34.235500 131.349928 -289.474498 3257.641453 -7.776 -7.776 2.554848 2.433637 1.931 n/a n/a
82 500.00 1134.07 86.328574 0.9958701475001485 0.995689 -1057726.084180 239.835481 33.797496 129.601886 -283.350721 3216.062087 -7.715 -7.715 2.554754 2.446975 1.965 n/a n/a
82 500.00 1136.49 85.935011 0.9958466192006554 0.995642 -1052364.872986 238.898965 33.635223 129.170506 -283.289789 3206.265877 -7.450 -7.450 2.555437 2.434774 1.942 n/a n/a
84 500.00 1134.77 87.081222 0.9958417578038801 0.995661 -1066971.105435 242.015060 34.095316 130.691522 -286.258193 3242.343269 -7.832 -7.832 2.554515 2.447897 1.965 n/a n/a
83 500.00 1129.08 85.973731 0.9959257833059375 0.995773 -1054053.830030 238.415064 33.661773 128.964988 -280.260648 3201.295334 -7.771 -7.771 2.554439 2.461542 1.999 n/a n/a
83 500.00 1131.47 85.579768 0.9959034680195975 0.995727 -1048672.219918 237.475555 33.499042 128.531224 -280.161259 3191.434356 -7.506 -7.506 2.555146 2.449157 1.975 n/a n/a
85 500.00 1129.77 86.720799 0.9958976321837804 0.995746 -1063244.503404 240.575044 33.957614 130.045291 -283.118187 3227.351637 -7.888 -7.888 2.554186 2.462495 1.998 n/a n/a
84 500.00 1124.09 85.625138 0.9685681475769438 0.956377 -1051360.494284 236.370231 33.972734 127.477618 -1544.685766 3649.837885 -7.858 -7.858 2.552536 1.816042 2.047 n/a n/a
84 500.00 1126.45 85.230867 0.9784284924136001 0.970455 -1045632.246207 235.662420 33.647795 127.352978 -1082.479366 3470.170842 -7.580 -7.580 2.553841 1.849440 2.018 n/a n/a
86 500.00 1124.77 86.366723 0.9765186593434957 0.967692 -1060242.130822 238.693840 34.141118 128.795533 -1189.006776 3544.652607 -7.966 -7.966 2.552772 1.838589 2.042 n/a n/a
85 500.00 1119.10 82.937685 0.9627688907092519 0.948327 -1018758.699930 228.486015 33.018468 123.034916 -1752.033779 3626.973596 -7.953 -7.953 2.550110 1.809830 2.100 n/a n/a
85 500.00 1121.44 83.396208 0.9617308166636903 0.946876 -1024028.581450 229.837213 33.199592 123.891753 -1803.926493 3666.263988 -7.673 -7.673 2.551372 1.809570 2.071 n/a n/a
87 500.00 1119.78 84.342620 0.9624550622925648 0.947829 -1036194.439006 232.408151 33.580852 125.122112 -1798.206522 3693.605022 -8.064 -8.064 2.550386 1.807497 2.095 n/a n/a
86 500.00 1114.11 79.853733 0.9644873094556026 0.950895 -980982.953278 219.727470 31.792584 118.217550 -1611.908494 3461.824296 -8.049 -8.049 2.547613 1.816460 2.154 n/a n/a
86 500.00 1116.42 80.208609 0.9635383265834758 0.949573 -984976.099563 220.790286 31.931626 118.910345 -1655.861754 3494.380742 -7.766 -7.766 2.548829 1.816231 2.125 n/a n/a
88 500.00 1114.78 81.179891 0.9641884313691818 0.950421 -997425.006451 223.426602 32.322682 120.182860 -1653.653027 3524.060836 -8.161 -8.161 2.547926 1.814136 2.149 n/a n/a
87 500.00 1111.40 77.287981 0.9652263895516350 0.952090 -949273.485033 212.492488 30.772827 114.346866 -1524.820923 3338.276340 -7.859 -7.859 2.546220 1.822904 2.180 n/a n/a
87 500.00 1109.12 77.021828 0.9660952207762944 0.953296 -946370.863264 211.676499 30.669682 113.794839 -1487.491123 3311.443213 -8.145 -8.145 2.545052 1.823112 2.208 n/a n/a
89 500.00 1109.78 78.276628 0.9658097207283292 0.952845 -961913.755255 215.173576 31.170614 115.649781 -1525.379698 3369.751436 -8.259 -8.259 2.545400 1.820798 2.203 n/a n/a
88 500.00 1104.13 74.414342 0.9676036543408996 0.955547 -914573.804783 204.255521 29.638228 109.723722 -1376.544858 3174.043245 -8.242 -8.242 2.542434 1.829799 2.263 n/a n/a
88 500.00 1106.39 74.604316 0.9623046617873464 0.951534 -916670.938083 204.766403 29.704910 109.978035 -1414.046768 3187.188899 -8.068 -8.068 2.539943 1.953385 2.255 n/a n/a
90 500.00 1104.78 75.604250 0.9673302490926309 0.955117 -929299.940228 207.568814 30.112708 111.478346 -1411.055080 3228.822482 -8.358 -8.358 2.542815 1.827495 2.258 n/a n/a
89 500.00 1099.14 72.007518 0.9651447527814687 0.955230 -885398.754467 197.320250 28.682387 105.821025 -1278.928532 3039.410194 -8.448 -8.448 2.536570 1.954557 2.336 n/a n/a
91 500.00 1099.79 73.138207 0.9687596507008470 0.957250 -899273.853572 200.543338 29.138741 107.630257 -1308.753795 3099.706878 -8.456 -8.456 2.540177 1.834241 2.313 n/a n/a
89 500.00 1101.37 71.798016 0.9635464974970126 0.953713 -883965.428008 196.902787 28.634806 105.592697 -1302.839244 3038.817610 -8.298 -8.298 2.533223 1.974667 2.332 n/a n/a
90 500.00 1094.15 69.503622 0.9419816756048519 0.922105 -856759.334249 189.901707 28.070030 101.409114 -1995.997423 3211.694379 -8.670 -8.670 2.529453 1.844255 2.415 n/a n/a
92 500.00 1094.79 70.857280 0.9459339054375672 0.927419 -872122.107380 193.632928 28.524946 103.499595 -1910.560386 3230.654513 -8.666 -8.666 2.533637 1.850388 2.389 n/a n/a
90 500.00 1096.35 69.186666 0.9565560510854054 0.943123 -853951.011981 189.465174 27.774460 101.361827 -1506.298257 3016.723179 -8.524 -8.524 2.526496 1.902707 2.410 n/a n/a
91 500.00 1089.16 65.479863 0.9361607459024579 0.913792 -807722.327191 178.686554 26.600203 95.093235 -2066.186647 3095.221759 -8.894 -8.894 2.521887 1.822909 2.495 n/a n/a
93 500.00 1089.79 67.035027 0.9352941825133620 0.912640 -825776.653877 182.870454 27.195588 97.375981 -2135.384785 3177.497603 -8.891 -8.891 2.526109 1.825717 2.469 n/a n/a
91 500.00 1091.34 66.189634 0.9345748848320838 0.911430 -818760.344240 180.770292 26.944345 96.272737 -2152.702752 3149.603789 -8.744 -8.744 2.518914 1.814592 2.491 n/a n/a
92 500.00 1084.18 61.308427 0.9398165646960736 0.919003 -756279.430345 167.236139 24.937398 88.760184 -1827.943969 2858.928373 -9.126 -9.126 2.514173 1.826745 2.576 n/a n/a
94 500.00 1084.79 62.706219 0.9389905775352708 0.917925 -772413.449586 170.994696 25.470664 90.803914 -1886.745577 2931.795834 -9.123 -9.123 2.518398 1.830022 2.550 n/a n/a
92 500.00 1086.32 61.867904 0.9385045189879390 0.917021 -765272.372126 168.902641 25.214036 89.708676 -1895.807103 2901.292887 -8.971 -8.971 2.511192 1.818443 2.573 n/a n/a
93 500.00 1079.19 57.627448 0.9430917583456808 0.923638 -711062.360889 157.123473 23.476581 83.178318 -1630.245979 2654.783123 -9.362 -9.362 2.506378 1.829341 2.658 n/a n/a
95 500.00 1079.80 58.889321 0.9423023214756764 0.922624 -725552.994145 160.515229 23.956766 85.015997 -1680.752127 2719.762337 -9.362 -9.362 2.510578 1.833001 2.632 n/a n/a
93 500.00 1081.30 58.072065 0.9420076302888514 0.921975 -718477.265064 158.469307 23.701280 83.949054 -1683.972977 2687.981792 -9.203 -9.203 2.503402 1.821106 2.656 n/a n/a
94 500.00 1074.20 54.356765 0.9460405644126886 0.927782 -671024.382881 148.129683 22.183395 78.225404 -1464.471266 2476.870823 -9.604 -9.604 2.498559 1.830819 2.740 n/a n/a
96 500.00 1074.80 55.500337 0.9452860848463271 0.926826 -684096.512568 151.202642 22.617798 79.884168 -1508.239152 2535.152784 -9.605 -9.605 2.502710 1.834779 2.713 n/a n/a
94 500.00 1076.28 54.713108 0.9451465579539559 0.926387 -677212.106104 149.227431 22.367817 78.858397 -1507.353095 2503.009749 -9.440 -9.440 2.495598 1.822700 2.738 n/a n/a
95 500.00 1069.21 51.432518 0.9487042205557568 0.931498 -635336.360523 140.080420 21.030738 73.803828 -1324.209256 2320.634825 -9.849 -9.849 2.490762 1.831305 2.821 n/a n/a
97 500.00 1069.80 52.472511 0.9479844295253899 0.930596 -647175.785286 142.874611 21.425364 75.306373 -1362.419916 2373.173657 -9.853 -9.853 2.494846 1.835489 2.795 n/a n/a
95 500.00 1071.27 51.720706 0.9479690693083984 0.930328 -640563.052641 140.985128 21.183715 74.329406 -1358.682920 2341.290079 -9.681 -9.681 2.487827 1.823344 2.821 n/a n/a
